,potential,value_eur,wage_eur,age,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic
3376,Good,2400000.0,10000.0,28,175,70,4,4,78.0,69.0,70.0,73.0,43.0,69.0
14273,Medium,900000.0,1000.0,21,176,70,3,3,74.0,54.0,58.0,64.0,27.0,45.0
16554,Low,300000.0,500.0,23,181,81,3,3,81.0,47.0,52.0,57.0,35.0,59.0
16954,Good,525000.0,950.0,18,168,67,2,2,92.0,51.0,50.0,59.0,42.0,60.0
3006,Great,4000000.0,23000.0,25,184,76,3,4,66.0,71.0,72.0,73.0,38.0,58.0
5110,Great,2500000.0,8000.0,24,188,78,4,3,86.0,65.0,62.0,68.0,50.0,71.0
10590,Good,1600000.0,4000.0,21,174,68,3,2,66.0,66.0,54.0,65.0,25.0,65.0
14711,Medium,725000.0,2000.0,22,178,70,3,3,69.0,55.0,61.0,65.0,48.0,58.0
15679,Low,200000.0,2000.0,30,193,84,3,2,55.0,30.0,39.0,41.0,58.0,75.0
3965,Medium,1800000.0,10000.0,29,186,81,3,4,61.0,67.0,69.0,73.0,72.0,77.0
8736,Low,725000.0,3000.0,30,175,70,4,3,65.0,55.0,62.0,63.0,64.0,64.0
16073,Low,275000.0,500.0,27,185,83,3,3,77.0,56.0,46.0,58.0,23.0,66.0
5212,Medium,1500000.0,5000.0,29,186,80,2,2,61.0,30.0,40.0,42.0,71.0,74.0
563,Great,17000000.0,46000.0,30,182,78,4,4,87.0,75.0,73.0,82.0,38.0,70.0
18070,Low,170000.0,3000.0,25,176,76,3,2,64.0,30.0,38.0,48.0,54.0,63.0
14674,Medium,750000.0,950.0,22,190,83,2,2,71.0,58.0,45.0,58.0,30.0,68.0
10150,Low,750000.0,500.0,27,175,62,3,3,75.0,50.0,59.0,68.0,37.0,45.0
6276,Medium,975000.0,8000.0,32,176,71,2,2,84.0,39.0,55.0,61.0,64.0,80.0
11813,Good,1300000.0,2000.0,22,181,74,3,2,76.0,63.0,56.0,62.0,25.0,59.0
8769,Low,575000.0,4000.0,32,184,70,4,2,69.0,58.0,57.0,63.0,63.0,70.0
13916,Low,575000.0,1000.0,22,173,69,3,2,75.0,40.0,56.0,63.0,55.0,72.0
3457,Good,2800000.0,16000.0,26,173,71,3,2,61.0,46.0,61.0,67.0,68.0,73.0
13332,Low,525000.0,3000.0,26,182,75,3,2,67.0,32.0,55.0,56.0,64.0,61.0
8332,Medium,1200000.0,4000.0,25,171,67,3,3,73.0,52.0,65.0,68.0,57.0,66.0
2133,Great,4600000.0,26000.0,26,192,85,4,2,81.0,48.0,55.0,60.0,76.0,71.0
14352,Medium,875000.0,1000.0,23,187,73,2,3,75.0,56.0,53.0,66.0,26.0,48.0
5074,Medium,1800000.0,9000.0,25,165,62,3,3,86.0,68.0,56.0,76.0,31.0,44.0
7846,Low,825000.0,4000.0,30,188,85,3,2,41.0,32.0,47.0,47.0,66.0,79.0
5335,Good,2200000.0,13000.0,22,188,80,4,2,68.0,53.0,53.0,57.0,68.0,80.0
3107,Good,1000000.0,17000.0,35,175,70,3,2,56.0,74.0,62.0,65.0,39.0,67.0
12959,Good,1200000.0,2000.0,20,180,70,2,3,66.0,50.0,57.0,70.0,53.0,61.0
7583,Medium,975000.0,4000.0,28,182,78,3,3,70.0,53.0,61.0,63.0,64.0,77.0
16683,Low,425000.0,1000.0,21,172,68,3,2,62.0,58.0,41.0,55.0,23.0,57.0
14491,Low,450000.0,2000.0,25,180,75,3,3,63.0,62.0,44.0,63.0,24.0,56.0
8874,Low,725000.0,3000.0,28,189,81,2,2,64.0,34.0,52.0,53.0,65.0,73.0
4921,Medium,1400000.0,7000.0,29,174,75,3,2,67.0,61.0,67.0,66.0,68.0,76.0
13876,Medium,775000.0,950.0,22,182,65,3,2,66.0,52.0,59.0,58.0,59.0,55.0
17008,Low,160000.0,6000.0,29,171,68,3,3,61.0,54.0,55.0,62.0,43.0,59.0
3919,Medium,1800000.0,6000.0,30,185,81,4,3,75.0,69.0,62.0,73.0,39.0,78.0
11566,Medium,875000.0,500.0,23,175,65,2,3,77.0,58.0,55.0,67.0,34.0,50.0
3119,Good,1500000.0,38000.0,32,190,87,3,2,40.0,51.0,45.0,41.0,73.0,68.0
1739,Good,4700000.0,900.0,30,189,80,3,3,66.0,68.0,67.0,69.0,72.0,72.0
13633,Low,575000.0,3000.0,24,170,67,2,3,83.0,57.0,56.0,65.0,31.0,46.0
5827,Great,2900000.0,34000.0,24,187,88,2,2,67.0,30.0,50.0,51.0,68.0,75.0
5877,Medium,1300000.0,7000.0,28,171,74,3,2,64.0,42.0,62.0,64.0,66.0,63.0
3301,Good,2600000.0,14000.0,26,180,69,3,4,83.0,68.0,67.0,75.0,34.0,55.0
15763,Good,550000.0,500.0,17,180,68,3,2,73.0,54.0,60.0,63.0,47.0,52.0
13420,Low,275000.0,1000.0,31,181,70,2,2,52.0,37.0,55.0,55.0,62.0,69.0
4911,Medium,1300000.0,4000.0,30,185,76,3,2,65.0,51.0,60.0,64.0,68.0,82.0
2604,Good,3600000.0,11000.0,26,176,70,3,4,67.0,67.0,75.0,75.0,54.0,47.0
13722,Low,600000.0,2000.0,23,180,68,3,3,79.0,58.0,58.0,63.0,29.0,60.0
7012,Good,1900000.0,4000.0,23,168,62,3,3,77.0,62.0,68.0,70.0,46.0,51.0
18778,Good,240000.0,500.0,17,186,75,3,2,75.0,35.0,45.0,49.0,50.0,67.0
903,Great,10500000.0,19000.0,28,183,92,4,3,54.0,78.0,81.0,76.0,36.0,77.0
1738,Great,6500000.0,38000.0,27,186,71,3,3,67.0,64.0,66.0,70.0,73.0,77.0
7253,Great,2700000.0,6000.0,21,177,74,3,3,73.0,49.0,65.0,74.0,53.0,58.0
11799,Medium,825000.0,2000.0,24,170,64,3,2,78.0,55.0,65.0,69.0,59.0,49.0
17823,Low,90000.0,2000.0,31,176,73,4,2,68.0,27.0,55.0,57.0,53.0,65.0
13762,Medium,775000.0,2000.0,22,178,65,3,2,72.0,31.0,46.0,55.0,60.0,71.0
8583,Great,2100000.0,4000.0,23,192,85,2,2,55.0,36.0,43.0,45.0,67.0,73.0
10828,Low,600000.0,500.0,30,173,75,3,2,57.0,35.0,56.0,53.0,62.0,68.0
9310,Medium,900000.0,5000.0,27,185,73,3,2,59.0,40.0,57.0,45.0,66.0,73.0
4954,Medium,1300000.0,4000.0,31,187,80,4,2,69.0,70.0,49.0,64.0,29.0,68.0
9313,Low,900000.0,500.0,25,186,79,3,2,61.0,33.0,47.0,46.0,66.0,66.0
12203,Great,1500000.0,4000.0,20,184,78,3,2,74.0,53.0,55.0,62.0,60.0,72.0
8036,Low,1000000.0,10000.0,29,181,80,3,2,66.0,63.0,63.0,67.0,62.0,78.0
16277,Medium,475000.0,6000.0,24,179,75,3,2,57.0,30.0,39.0,42.0,62.0,57.0
6612,Medium,1200000.0,8000.0,30,183,78,3,3,85.0,55.0,61.0,66.0,59.0,71.0
19214,Low,110000.0,500.0,18,168,58,3,2,66.0,49.0,40.0,51.0,21.0,31.0
14513,Low,450000.0,750.0,23,187,94,3,2,54.0,32.0,44.0,45.0,59.0,72.0
18795,Low,190000.0,500.0,20,183,75,3,4,57.0,49.0,33.0,57.0,20.0,53.0
3178,Good,2300000.0,20000.0,30,186,86,5,3,79.0,69.0,60.0,70.0,23.0,68.0
5708,Medium,1200000.0,5000.0,31,180,79,3,3,51.0,69.0,72.0,68.0,51.0,81.0
10032,Low,625000.0,4000.0,29,180,72,3,2,74.0,38.0,55.0,62.0,57.0,76.0
13587,Low,550000.0,2000.0,25,174,65,4,2,72.0,46.0,54.0,58.0,57.0,66.0
7160,Medium,1300000.0,500.0,27,179,74,4,3,81.0,66.0,58.0,71.0,41.0,73.0
14605,Low,475000.0,2000.0,23,183,72,5,3,74.0,47.0,63.0,62.0,54.0,68.0
5009,Good,1700000.0,7000.0,26,186,86,3,2,54.0,30.0,45.0,50.0,70.0,78.0
5026,Great,3200000.0,23000.0,23,178,74,3,4,70.0,69.0,70.0,72.0,65.0,76.0
4736,Medium,1300000.0,10000.0,31,173,68,4,3,53.0,59.0,70.0,72.0,66.0,64.0
3512,Good,2500000.0,11000.0,27,169,70,3,3,84.0,69.0,64.0,73.0,48.0,65.0
3531,Great,3400000.0,24000.0,23,194,82,4,2,47.0,34.0,45.0,50.0,73.0,77.0
16012,Low,220000.0,4000.0,30,176,76,3,2,72.0,59.0,49.0,58.0,20.0,64.0
10386,Low,300000.0,1000.0,35,183,77,3,3,51.0,66.0,60.0,66.0,24.0,74.0
155,Great,30000000.0,80000.0,30,189,83,2,2,81.0,25.0,44.0,62.0,85.0,81.0
833,Great,31500000.0,38000.0,21,190,79,3,3,83.0,74.0,71.0,80.0,61.0,82.0
16570,Low,300000.0,500.0,24,188,75,3,2,57.0,56.0,60.0,59.0,51.0,57.0
707,Great,10000000.0,24000.0,31,176,72,2,3,69.0,63.0,74.0,71.0,78.0,71.0
8908,Low,800000.0,3000.0,27,186,85,3,2,65.0,55.0,62.0,61.0,62.0,77.0
1783,Great,6500000.0,27000.0,27,188,77,4,3,65.0,69.0,69.0,72.0,74.0,70.0
14095,Good,850000.0,800.0,19,183,71,3,2,75.0,56.0,61.0,65.0,38.0,49.0
8535,Low,1000000.0,2000.0,30,168,65,5,3,73.0,68.0,67.0,68.0,34.0,55.0
1685,Great,7500000.0,74000.0,25,191,88,3,4,65.0,67.0,73.0,77.0,59.0,75.0
2678,Good,3000000.0,19000.0,29,176,70,4,3,86.0,64.0,70.0,74.0,58.0,74.0
121,Great,45000000.0,81000.0,27,185,73,4,4,88.0,81.0,78.0,85.0,45.0,67.0
15832,Low,350000.0,2000.0,23,180,73,4,2,73.0,32.0,51.0,62.0,55.0,64.0
15804,Medium,550000.0,500.0,23,183,84,2,2,53.0,62.0,42.0,56.0,29.0,66.0
7501,Low,475000.0,5000.0,34,179,71,3,3,64.0,65.0,67.0,71.0,62.0,66.0
13689,Good,900000.0,2000.0,21,185,78,3,2,44.0,54.0,58.0,62.0,63.0,70.0
17167,Low,375000.0,500.0,22,171,60,3,2,64.0,44.0,56.0,62.0,31.0,45.0
1167,Great,2400000.0,28000.0,34,180,78,3,3,70.0,51.0,63.0,69.0,77.0,75.0
2089,Good,4900000.0,1000.0,27,174,60,3,3,88.0,69.0,64.0,80.0,45.0,59.0
6836,Medium,1400000.0,500.0,26,170,68,4,4,65.0,65.0,68.0,69.0,46.0,51.0
14759,Medium,725000.0,1000.0,23,168,66,3,2,66.0,57.0,61.0,64.0,53.0,58.0
6230,Great,3400000.0,6000.0,22,177,71,3,2,78.0,53.0,67.0,69.0,43.0,61.0
4102,Medium,1800000.0,5000.0,27,180,75,2,2,62.0,61.0,67.0,66.0,65.0,74.0
2594,Good,1200000.0,9000.0,35,173,70,4,3,75.0,70.0,73.0,72.0,39.0,66.0
13232,Low,425000.0,2000.0,29,184,78,3,2,70.0,39.0,46.0,55.0,59.0,66.0
7742,Medium,1200000.0,3000.0,26,179,70,4,3,83.0,65.0,60.0,72.0,45.0,57.0
10747,Good,1600000.0,2000.0,21,173,65,2,3,88.0,60.0,53.0,67.0,28.0,57.0
1780,Great,6500000.0,12000.0,26,175,70,3,4,76.0,71.0,72.0,79.0,42.0,64.0
9547,Good,1400000.0,2000.0,24,178,77,4,3,79.0,63.0,61.0,68.0,41.0,58.0
11932,Low,675000.0,2000.0,27,174,71,3,3,70.0,51.0,63.0,65.0,61.0,60.0
634,Great,24000000.0,29000.0,24,184,76,4,3,75.0,68.0,79.0,83.0,41.0,59.0
3477,Good,3200000.0,9000.0,24,170,69,3,3,75.0,67.0,69.0,73.0,60.0,69.0
6122,Good,1800000.0,8000.0,25,181,73,3,3,85.0,68.0,64.0,69.0,36.0,60.0
10492,Low,725000.0,4000.0,28,187,79,4,3,73.0,63.0,55.0,65.0,23.0,74.0
1175,Great,6500000.0,45000.0,30,176,67,4,3,84.0,68.0,72.0,75.0,72.0,68.0
12438,Low,425000.0,2000.0,30,185,81,3,2,76.0,56.0,56.0,62.0,59.0,73.0
13894,Great,950000.0,6000.0,20,175,61,3,2,62.0,46.0,60.0,65.0,41.0,51.0
11800,Good,1200000.0,2000.0,22,192,89,3,2,53.0,27.0,43.0,43.0,63.0,75.0
1565,Good,2700000.0,31000.0,34,178,76,4,3,67.0,76.0,75.0,78.0,42.0,64.0
3393,Good,750000.0,850.0,34,182,75,2,2,67.0,55.0,68.0,65.0,71.0,79.0
2786,Great,4100000.0,19000.0,25,180,75,3,3,71.0,65.0,69.0,71.0,71.0,72.0
2569,Good,3000000.0,28000.0,29,186,85,3,3,51.0,73.0,49.0,67.0,27.0,66.0
15959,Low,150000.0,1000.0,32,185,75,2,2,63.0,52.0,48.0,54.0,57.0,69.0
12116,Good,1200000.0,2000.0,19,175,75,2,2,78.0,42.0,52.0,59.0,58.0,63.0
4000,Medium,1900000.0,23000.0,28,172,76,3,4,83.0,65.0,62.0,73.0,34.0,69.0
13563,Low,475000.0,4000.0,27,174,72,3,3,75.0,61.0,56.0,63.0,38.0,64.0
17779,Good,350000.0,950.0,17,191,80,3,2,72.0,55.0,41.0,53.0,20.0,63.0
18652,Medium,220000.0,500.0,17,189,68,2,2,56.0,23.0,38.0,36.0,56.0,54.0
12796,Good,1000000.0,2000.0,22,178,68,3,2,58.0,44.0,57.0,57.0,60.0,64.0
11242,Low,550000.0,1000.0,30,182,74,4,3,67.0,63.0,64.0,66.0,54.0,70.0
5122,Medium,825000.0,7000.0,33,178,74,3,3,57.0,53.0,69.0,67.0,67.0,74.0
18601,Low,220000.0,1000.0,19,202,82,3,2,64.0,50.0,36.0,48.0,25.0,61.0
13979,Good,900000.0,1000.0,21,177,70,4,3,82.0,42.0,56.0,65.0,31.0,58.0
14377,Great,900000.0,10000.0,19,180,70,3,2,75.0,42.0,52.0,57.0,57.0,56.0
9198,Good,1900000.0,3000.0,22,172,77,3,2,63.0,55.0,66.0,68.0,46.0,65.0
890,Great,7000000.0,13000.0,31,186,83,4,2,72.0,39.0,61.0,68.0,80.0,70.0
9343,Low,700000.0,2000.0,31,166,59,4,3,53.0,61.0,66.0,67.0,61.0,48.0
17776,Good,350000.0,1000.0,19,180,70,3,2,55.0,25.0,32.0,34.0,57.0,62.0
10199,Low,600000.0,2000.0,31,175,71,4,2,80.0,61.0,57.0,65.0,42.0,63.0
4581,Great,4100000.0,550.0,20,182,73,3,2,73.0,65.0,69.0,72.0,66.0,74.0
7740,Medium,975000.0,3000.0,28,186,81,3,2,62.0,27.0,50.0,49.0,64.0,81.0
671,Great,14000000.0,30000.0,29,184,80,2,4,70.0,77.0,79.0,81.0,53.0,68.0
9961,Medium,925000.0,4000.0,26,174,68,4,3,68.0,56.0,68.0,70.0,48.0,47.0
17634,Good,350000.0,500.0,18,175,70,2,2,64.0,43.0,52.0,59.0,52.0,52.0
5952,Medium,1400000.0,8000.0,26,190,80,2,2,48.0,32.0,47.0,54.0,70.0,74.0
7486,Low,325000.0,3000.0,34,183,75,3,2,37.0,22.0,55.0,60.0,67.0,78.0
496,Great,31000000.0,30000.0,21,184,68,3,3,74.0,50.0,72.0,73.0,79.0,78.0
4278,Medium,2000000.0,6000.0,27,177,75,3,3,91.0,49.0,59.0,76.0,60.0,67.0
12644,Low,650000.0,500.0,25,175,76,3,2,64.0,66.0,48.0,64.0,27.0,56.0
17820,Low,170000.0,4000.0,25,162,57,3,2,68.0,29.0,40.0,52.0,51.0,43.0
12722,Medium,1100000.0,1000.0,21,178,68,3,2,70.0,55.0,63.0,63.0,57.0,67.0
5775,Medium,1200000.0,1000.0,28,178,73,3,2,64.0,51.0,60.0,66.0,68.0,68.0
8989,Low,800000.0,1000.0,29,177,73,2,2,61.0,41.0,49.0,53.0,67.0,73.0
2084,Good,3500000.0,14000.0,31,174,71,3,3,68.0,71.0,79.0,73.0,52.0,64.0
15004,Medium,725000.0,2000.0,20,176,73,3,2,59.0,65.0,45.0,58.0,21.0,49.0
14750,Medium,700000.0,3000.0,21,185,71,3,2,58.0,32.0,44.0,37.0,61.0,69.0
14072,Medium,625000.0,800.0,24,176,65,3,3,75.0,53.0,55.0,65.0,22.0,51.0
3133,Good,1100000.0,6000.0,33,189,84,3,2,43.0,44.0,51.0,51.0,72.0,84.0
9361,Medium,1200000.0,2000.0,24,184,67,3,2,89.0,31.0,57.0,64.0,56.0,61.0
9477,Great,1800000.0,5000.0,21,181,75,3,2,73.0,44.0,59.0,62.0,61.0,64.0
16900,Medium,450000.0,2000.0,19,190,86,3,2,61.0,26.0,37.0,41.0,58.0,65.0
822,Great,20500000.0,36000.0,24,185,74,4,4,67.0,76.0,79.0,80.0,47.0,72.0
3237,Good,1700000.0,4000.0,31,182,75,4,3,81.0,63.0,69.0,68.0,65.0,75.0
11370,Low,800000.0,3000.0,24,178,67,3,3,70.0,60.0,66.0,69.0,52.0,61.0
1954,Great,11500000.0,800.0,22,175,76,4,4,81.0,71.0,71.0,80.0,56.0,71.0
2501,Good,2100000.0,12000.0,32,180,69,3,3,67.0,66.0,69.0,73.0,70.0,71.0
7017,Good,1800000.0,6000.0,24,185,76,3,3,75.0,67.0,61.0,66.0,26.0,61.0
4562,Medium,600000.0,550.0,36,167,66,3,3,68.0,70.0,67.0,73.0,50.0,62.0
2755,Good,2100000.0,18000.0,31,182,80,3,2,73.0,42.0,57.0,54.0,74.0,75.0
7633,Low,875000.0,3000.0,29,184,72,3,3,59.0,64.0,65.0,65.0,65.0,73.0
13430,Low,400000.0,1000.0,29,180,77,3,3,78.0,59.0,52.0,62.0,40.0,72.0
13890,Medium,850000.0,1000.0,21,177,65,2,2,79.0,32.0,51.0,60.0,58.0,60.0
6678,Medium,1000000.0,7000.0,29,196,84,3,2,51.0,26.0,47.0,52.0,67.0,79.0
11343,Low,675000.0,3000.0,27,191,80,3,2,40.0,43.0,48.0,47.0,63.0,72.0
4704,Medium,1600000.0,21000.0,29,178,76,3,3,81.0,69.0,62.0,70.0,45.0,70.0
4383,Great,4200000.0,20000.0,21,174,68,4,4,73.0,61.0,70.0,74.0,33.0,57.0
16472,Good,525000.0,1000.0,18,186,74,3,2,62.0,50.0,63.0,62.0,44.0,49.0
9229,Low,925000.0,2000.0,27,177,68,3,2,70.0,67.0,52.0,63.0,28.0,62.0
2139,Good,4100000.0,24000.0,29,179,73,2,5,91.0,68.0,66.0,80.0,29.0,60.0
11321,Low,600000.0,800.0,27,188,82,3,2,51.0,26.0,45.0,49.0,63.0,76.0
7859,Medium,1400000.0,4000.0,25,175,78,4,3,80.0,63.0,65.0,70.0,59.0,66.0
5484,Medium,600000.0,5000.0,35,188,84,3,2,32.0,73.0,52.0,62.0,33.0,80.0
2976,Good,2800000.0,1000.0,28,176,73,2,3,74.0,60.0,73.0,73.0,69.0,71.0
9648,Low,900000.0,500.0,27,165,66,3,3,71.0,63.0,61.0,68.0,41.0,63.0
18441,Low,200000.0,800.0,23,178,69,3,2,73.0,37.0,48.0,53.0,47.0,45.0
157,Great,19000000.0,95000.0,33,179,72,3,5,90.0,75.0,77.0,87.0,76.0,72.0
5898,Medium,1200000.0,10000.0,29,182,75,3,3,75.0,43.0,65.0,64.0,67.0,73.0
10956,Great,1800000.0,850.0,17,171,66,5,2,77.0,65.0,58.0,71.0,24.0,47.0
16339,Good,525000.0,4000.0,19,180,72,3,3,70.0,50.0,57.0,63.0,41.0,57.0
7516,Low,230000.0,2000.0,36,170,65,2,2,79.0,43.0,60.0,67.0,59.0,70.0
18756,Medium,200000.0,500.0,17,178,64,3,2,64.0,54.0,43.0,55.0,23.0,43.0
10127,Low,450000.0,500.0,33,173,71,4,3,60.0,55.0,63.0,63.0,63.0,53.0
4540,Great,4300000.0,24000.0,21,188,87,4,2,72.0,27.0,57.0,55.0,71.0,73.0
3731,Good,1900000.0,950.0,32,167,68,2,3,82.0,56.0,66.0,70.0,33.0,58.0
9702,Good,1200000.0,2000.0,24,184,84,3,2,75.0,29.0,44.0,52.0,65.0,74.0
14436,Low,300000.0,2000.0,29,180,75,3,2,52.0,47.0,57.0,55.0,61.0,54.0
19087,Low,100000.0,1000.0,19,186,75,2,3,53.0,48.0,38.0,45.0,19.0,49.0
13424,Low,275000.0,500.0,31,175,73,4,2,73.0,43.0,60.0,61.0,60.0,66.0
9435,Good,1800000.0,2000.0,22,176,70,2,2,66.0,36.0,52.0,57.0,67.0,61.0
1638,Great,6000000.0,44000.0,26,180,77,2,3,73.0,67.0,73.0,77.0,67.0,62.0
10925,Low,575000.0,1000.0,30,188,86,2,2,40.0,28.0,44.0,37.0,65.0,77.0
6865,Medium,1400000.0,4000.0,26,173,70,3,3,90.0,57.0,62.0,65.0,57.0,61.0
3086,Great,7000000.0,3000.0,18,179,68,5,3,80.0,55.0,64.0,71.0,70.0,69.0
1061,Great,14500000.0,21000.0,23,193,89,3,2,67.0,39.0,54.0,60.0,80.0,72.0
12985,Medium,1000000.0,2000.0,22,173,65,3,2,58.0,40.0,57.0,58.0,62.0,53.0
17942,Medium,325000.0,750.0,18,182,72,2,2,74.0,51.0,42.0,55.0,23.0,52.0
13395,Low,160000.0,2000.0,35,185,84,3,2,37.0,61.0,61.0,59.0,62.0,71.0
678,Great,6500000.0,10000.0,34,183,73,3,4,55.0,77.0,86.0,77.0,45.0,58.0
17678,Low,325000.0,1000.0,21,185,79,3,2,66.0,55.0,40.0,54.0,24.0,56.0
13749,Medium,575000.0,2000.0,23,185,76,3,2,54.0,41.0,53.0,58.0,57.0,73.0
11903,Medium,1200000.0,2000.0,24,188,69,3,2,70.0,66.0,63.0,65.0,52.0,61.0
5186,Good,2200000.0,7000.0,24,178,68,3,3,80.0,44.0,64.0,62.0,62.0,67.0
10675,Great,1600000.0,7000.0,20,180,70,3,3,64.0,54.0,60.0,63.0,64.0,61.0
3137,Good,450000.0,600.0,36,168,65,3,2,67.0,52.0,63.0,65.0,69.0,71.0
8108,Good,1600000.0,3000.0,23,185,77,3,3,82.0,66.0,51.0,67.0,26.0,64.0
4904,Medium,1600000.0,8000.0,29,170,65,3,3,69.0,64.0,69.0,72.0,65.0,66.0
7866,Good,1500000.0,2000.0,25,183,73,3,3,65.0,57.0,67.0,64.0,61.0,68.0
11384,Low,475000.0,4000.0,32,178,69,2,2,78.0,64.0,53.0,64.0,23.0,65.0
8413,Low,1000000.0,5000.0,29,172,69,4,3,82.0,61.0,63.0,65.0,49.0,66.0
3332,Good,2500000.0,600.0,27,181,74,3,3,75.0,52.0,63.0,67.0,70.0,74.0
13319,Medium,975000.0,2000.0,23,180,70,3,4,72.0,56.0,63.0,62.0,40.0,43.0
3891,Medium,1600000.0,9000.0,30,185,79,4,2,61.0,65.0,65.0,65.0,72.0,73.0
1151,Great,6000000.0,49000.0,32,176,68,2,3,85.0,70.0,69.0,78.0,39.0,59.0
2958,Great,4600000.0,21000.0,23,170,69,4,3,80.0,69.0,68.0,75.0,37.0,58.0
11036,Good,1400000.0,3000.0,22,180,66,2,2,71.0,39.0,45.0,64.0,62.0,62.0
18446,Medium,220000.0,500.0,18,184,70,4,2,65.0,21.0,29.0,40.0,53.0,63.0
4017,Medium,1500000.0,8000.0,30,193,84,3,2,51.0,43.0,46.0,44.0,75.0,71.0
16409,Medium,500000.0,650.0,20,174,74,3,2,71.0,38.0,58.0,58.0,49.0,54.0
7299,Good,1800000.0,5000.0,22,178,73,3,2,87.0,35.0,55.0,60.0,62.0,69.0
14700,Great,850000.0,1000.0,19,180,72,3,2,71.0,56.0,57.0,64.0,49.0,57.0
15759,Medium,550000.0,500.0,21,170,67,3,2,68.0,57.0,56.0,64.0,23.0,41.0
11796,Medium,1200000.0,2000.0,22,170,66,3,3,65.0,66.0,63.0,66.0,42.0,58.0
5516,Medium,1200000.0,12000.0,31,178,83,4,3,65.0,71.0,68.0,63.0,33.0,76.0
7748,Low,850000.0,7000.0,29,190,78,3,2,35.0,35.0,56.0,51.0,70.0,67.0
2515,Good,1500000.0,14000.0,33,190,80,2,2,36.0,32.0,45.0,53.0,72.0,79.0
2931,Great,6000000.0,29000.0,22,175,74,2,3,74.0,68.0,76.0,76.0,56.0,64.0
2709,Good,3100000.0,14000.0,28,178,83,3,3,91.0,68.0,65.0,74.0,28.0,63.0
3069,Good,3200000.0,20000.0,27,178,72,3,2,84.0,50.0,64.0,71.0,67.0,72.0
13227,Low,700000.0,1000.0,24,173,65,3,2,73.0,50.0,59.0,62.0,58.0,55.0
16558,Medium,450000.0,5000.0,21,181,80,3,2,66.0,58.0,41.0,57.0,27.0,53.0
12157,Good,1300000.0,2000.0,21,178,74,4,2,72.0,67.0,61.0,66.0,29.0,48.0
17387,Low,200000.0,3000.0,25,169,65,3,4,81.0,48.0,48.0,64.0,24.0,43.0
1816,Great,9000000.0,23000.0,24,180,76,3,4,82.0,71.0,71.0,77.0,64.0,69.0
598,Great,23000000.0,56000.0,25,178,68,4,4,70.0,69.0,76.0,83.0,67.0,70.0
3583,Good,2600000.0,10000.0,25,173,64,3,3,80.0,69.0,73.0,74.0,43.0,50.0
14338,Good,875000.0,550.0,18,176,70,3,2,76.0,36.0,51.0,60.0,58.0,63.0
3249,Good,2300000.0,25000.0,29,182,73,3,3,86.0,71.0,66.0,71.0,49.0,76.0
5584,Medium,1200000.0,7000.0,30,179,70,2,3,70.0,48.0,62.0,67.0,64.0,69.0
12682,Medium,1100000.0,3000.0,22,173,64,5,2,72.0,58.0,61.0,64.0,52.0,56.0
538,Great,15000000.0,32000.0,31,180,77,4,4,84.0,80.0,73.0,79.0,48.0,79.0
4588,Great,4500000.0,51000.0,20,176,68,3,4,61.0,56.0,67.0,66.0,62.0,58.0
9004,Low,725000.0,4000.0,29,183,79,3,2,64.0,46.0,56.0,55.0,65.0,71.0
1611,Good,5500000.0,13000.0,29,174,74,4,4,92.0,75.0,63.0,81.0,43.0,73.0
2764,Good,3800000.0,7000.0,25,176,72,3,4,87.0,61.0,69.0,75.0,38.0,53.0
5088,Medium,1700000.0,5000.0,21,184,82,3,2,63.0,54.0,65.0,62.0,70.0,72.0
13497,Low,325000.0,1000.0,31,176,75,2,2,63.0,41.0,58.0,63.0,58.0,65.0
17698,Good,350000.0,500.0,18,174,62,3,2,65.0,42.0,54.0,61.0,50.0,52.0
470,Great,24500000.0,33000.0,26,183,74,4,4,63.0,75.0,81.0,77.0,67.0,76.0
14441,Low,350000.0,2000.0,27,188,79,3,2,67.0,61.0,50.0,61.0,27.0,63.0
7107,Medium,1000000.0,6000.0,29,184,85,3,2,73.0,38.0,60.0,62.0,66.0,74.0
13012,Low,625000.0,500.0,26,173,72,3,3,80.0,63.0,56.0,65.0,28.0,56.0
16218,Medium,475000.0,500.0,18,180,70,3,3,74.0,49.0,54.0,60.0,43.0,58.0
11752,Medium,875000.0,2000.0,23,172,61,3,2,82.0,60.0,55.0,68.0,31.0,43.0
6085,Great,2500000.0,8000.0,25,184,81,3,2,60.0,35.0,53.0,52.0,69.0,71.0
3245,Good,1600000.0,750.0,31,189,85,3,2,61.0,35.0,53.0,58.0,73.0,77.0
17514,Medium,350000.0,1000.0,20,182,66,3,2,69.0,58.0,43.0,55.0,19.0,47.0
9217,Low,825000.0,3000.0,30,170,64,3,4,78.0,65.0,63.0,65.0,33.0,57.0
7168,Great,2700000.0,8000.0,21,188,83,3,3,73.0,67.0,52.0,65.0,31.0,72.0
16737,Medium,475000.0,1000.0,19,186,81,3,2,71.0,56.0,40.0,57.0,18.0,61.0
15389,Medium,550000.0,2000.0,23,173,70,3,2,68.0,48.0,63.0,64.0,45.0,51.0
1994,Good,3000000.0,15000.0,31,173,73,3,3,58.0,72.0,77.0,72.0,67.0,71.0
6173,Medium,900000.0,7000.0,32,193,86,3,2,53.0,39.0,43.0,48.0,70.0,74.0
